genes	IL1B	ADAMTS4	GRN	TF	PGBD1	APBB2	HS3ST1	NCAPD2	RELB	MS4A4E	SRRM4	A2M	MEOX2	IL1A	IDE	TNF	SLC2A4	CELF1	MPO	GAPDH	ECHDC3	MAPT	IL1RN	DPYSL2	APH1B	CD33	PCK1	BACE1	CCR2	MAOB	NME8	NPY	HMOX1	TRAK2	NOS3	KAT8	SLC30A6	VLDLR	ABCA1	MTHFR	FRMD4A	SLC24A4	PLD3	ABI3	PICALM	RELN	CASS4	ESR1	BCL3	IGF2	MS4A2	PSEN1	HFE	CLNK	APOC4	MTHFD1L	OLR1	NEDD9	ECE1	TNK1	TREML2	PM20D1	FAS	GSK3B	CR1	REST	DAPK1	CASP3	BCHE	CRH	CHRNA7	CHRNB2	CTSD	GLIS3	BIN1	IL10	DSG2	LPL	ADAM10	MAN2A1	EXOC3L2	STH	THRA	CLU	BAX	TFCP2	MME	BDNF	MS4A4A	IGF1	ACE	SOD2	DHCR24	SORL1	SORCS1	HLA-DRB5	APP	MS4A6A	TFAM	SOAT1	ENTPD7	ACHE	PTK2B	CTNNA3	PPARG	CD2AP	RIN3	OTC	IGF1R	HHEX	CNTNAP2	TOMM40	ARID5B	CH25H	IL33	HESX1	BCL2	PSEN2	PRNP	APOC1	APOC2	ABCA7	EIF2AK3	APOE	ZNF292	INPP5D	ARC	UBQLN1	TREM2	CALHM1	SLC30A4	FERMT2	ALPK2	EPHA1	LRP1	PLAU	NOTCH3	VEGFA	PPP1R37	ZCWPW1	BCAM	CST3	VSNL1	IL6	GAB2	HLA-DRB1	MEF2C	INSR	SCIMP	PON1	CYP46A1	PAXIP1	TP53INP1	LDLR	CHAT	GAPDHS	CYP19A1	IL8	IGF2R	label
TTC34	0.0209283	0.0231566	0.0231566	0.0231566	0.015768	0.0315764	0.0231566	0.0315764	0.015768	0.00997894	0.0196736	0.0702061	0.0209283	0.015768	0.0196736	0.0364888	0.0268917	0.0315764	0.0471829	0.0196736	0.00997894	0.0231566	0.0351317	0.0315764	0.0315764	0.00997894	0.0331031	0.0168594	0.0168594	0.0887712	0.0919807	0.0268917	0.015768	0.0315764	0.0268917	0.0231566	0.0315764	0.0315764	0.0231566	0.015768	0.0315764	0.00997894	0.00997894	0.00997894	0.0315764	0.0315764	0.0240564	0.029061	0.0209283	0.0168594	0.0420531	0.0231566	0.0231566	0.0240564	0.0422906	0.0231566	0.0240564	0.0231566	0.0196736	0.10953	0.0471829	0.0168594	0.0168594	0.118163	0.00997894	0.0168594	0.0887712	0.0315764	0.0196736	0.00997894	0.038545	0.0168594	0.0196736	0.0231566	0.0231566	0.029061	0.015768	0.0231566	0.0315764	0.0315764	0.015768	0.00997894	0.0196736	0.015768	0.0315764	0.0231566	0.0168594	0.00997894	0.00997894	0.0196736	0.0209283	0.0315764	0.0168594	0.0196736	0.0168594	0.00997894	0.0196736	0.0231566	0.0315764	0.0231566	0.0196736	0.00997894	0.0617708	0.0168594	0.00997894	0.0231566	0.0316164	0.0408771	0.0887712	0.0196736	0.0231566	0.00997894	0.0231566	0.0168594	0.0315764	0.0240564	0.0168594	0.00997894	0.0315764	0.00997894	0.0209283	0.0231566	0.118163	0.0196736	0.0315764	0.0316164	0.00997894	0.0315764	0.0408771	0.0209283	0.0231566	0.0315764	0.00997894	0.118299	0.0315764	0.0240564	0.0168594	0.0231566	0.0196736	0.0196736	0.0168594	0.0231566	0.0231566	0.00997894	0.0231566	0.0268917	0.0196736	0.0887712	0.015768	0.0240564	0.0268917	0.0315764	0.0231566	0.0168594	0.0240564	0.0364888	0.0442577	0.00997894	0.0315764	0
HSPA13	0.0315764	0.0315764	0.0231566	0.0315764	0.015768	0.015768	0.0315764	0.0315764	0.0315764	0.00997894	0.0231566	0.0315764	0.0315764	0.0315764	0.0451171	0.0315764	0.0315764	0.0607916	0.0315764	0.0381232	0.0315764	0.0422906	0.0315764	0.0504271	0.0209283	0.0315764	0.0315764	0.0420531	0.0315764	0.0504271	0.0315764	0.015768	0.0231566	0.0585486	0.0315764	0.0168594	0.0408771	0.0689016	0.0634819	0.0315764	0.0209283	0.0231566	0.0649288	0.0315764	0.0756295	0.0168594	0.0315764	0.0315764	0.0315764	0.0315764	0.0315764	0.038545	0.0315764	0.0315764	0.0315764	0.0231566	0.0315764	0.0455834	0.0315764	0.0315764	0.0315764	0.0231566	0.0196736	0.108899	0.0315764	0.0315764	0.0756295	0.0637402	0.015768	0.00997894	0.0209283	0.0315764	0.0168594	0.0231566	0.0196736	0.0315764	0.0231566	0.0488975	0.20164	0.0364888	0.0315764	0.0231566	0.0315764	0.0231566	0.0231566	0.0601434	0.0231566	0.015768	0.015768	0.0196736	0.0315764	0.0573845	0.0209283	0.0209283	0.0364888	0.0168594	0.07012	0.0231566	0.0268917	0.0647416	0.0231566	0.0196736	0.0168594	0.0315764	0.0315764	0.0905599	0.0315764	0.0315764	0.015768	0.0315764	0.0504271	0.0315764	0.0660758	0.0315764	0.0442577	0.0315764	0.0315764	0.0231566	0.20164	0.0315764	0.0315764	0.0315764	0.0707517	0.0315764	0.106717	0.0940856	0.0231566	0.0647416	0.0315764	0.0231566	0.0689016	0.0809299	0.0315764	0.0315764	0.0231566	0.0315764	0.0315764	0.0331031	0.0231566	0.0231566	0.0315764	0.0196736	0.290963	0.0315764	0.0315764	0.0315764	0.095521	0.0315764	0.0231566	0.0315764	0.0315764	0.029061	0.0209283	0.0315764	0.0315764	0.0315764	0.0315764	0.0196736	0.0573845	0
APOC1	0.029061	0.0268917	0.326946	0.0782811	0.0315764	0.0315764	0.0168594	0.0231566	0.184307	0.00997894	0.0231566	0.0716477	0.086113	0.00997894	0.0231566	0.144866	0.188719	0.0315764	0.0631319	0.0231566	0.0506398	0.0315764	0.0471829	0.0231566	0.0196736	0.0522491	0.208842	0.0231566	0.174935	0.0751149	0.00997894	0.114735	0.295668	0.0168594	0.059868	0.0231566	0.0196736	0.0315764	0.232368	0.0315764	0.015768	0.0196736	0.0231566	0.0634819	0.114735	0.0231566	0.00997894	0.191494	0.0585486	0.0638137	0.015768	0.0315764	0.21225	0.00997894	0.0637402	0.0168594	0.0591843	0.0209283	0.0331031	0.0666414	0.0268917	0.0268917	0.059868	0.829212	0.0331031	0.0331031	0.0315764	0.0231566	0.0471829	0.0196736	0.015768	0.0240564	0.0733342	0.0420531	0.0315764	0.0892357	0.0455834	0.262545	0.0315764	0.114735	0.015768	0.0196736	0.114735	0.0535966	0.00997894	0.0315764	0.059868	0.0231566	0.0631319	0.0591843	0.0631319	0.126431	0.0315764	0.0209283	0.0231566	0.0679007	0.0315764	0.0649288	0.0231566	0.167074	0.0231566	0.0408771	0.015768	0.00997894	0.164463	0.0196736	0.0601434	0.0638137	0.114735	0.191494	0.0231566	0.0209283	0.0231566	0.0577024	0.0649288	0.0480393	0.0209283	0.0381232	0.0315764	0	0.20164	0.059868	0.0315764	0.50098	0.0315764	0.0573845	0.0196736	0.0315764	0.104463	0.0196736	0.0315764	0.0231566	0.0209283	0.0480393	0.0989739	0.228292	0.0607152	0.0638137	0.0231566	0.015768	0.0716477	0.0591843	0.0315764	0.130837	0.015768	0.0955521	0.0315764	0.0738767	0.0209283	0.0809843	0.0638137	0.0231566	0.0231566	0.114868	0.00997894	0.0442577	0.0638137	0.0316164	0.0385218	1
CCDC177	0.0268917	0.00997894	0.0231566	0.00997894	0.029061	0.0231566	0.0331031	0.00997894	0.0168594	0.00997894	0.079122	0.0196736	0.0168594	0.0240564	0.0168594	0.0209283	0.0196736	0.0364888	0.0351317	0.0231566	0.0196736	0.0504271	0.015768	0.0231566	0.0168594	0.00997894	0.0231566	0.00997894	0.0196736	0.0168594	0.0331031	0.0364888	0.0168594	0.0231566	0.0196736	0.029061	0.015768	0.0196736	0.0168594	0.0268917	0.0268917	0.029061	0.0504271	0.0168594	0.0231566	0.0506398	0.00997894	0.0268917	0.015768	0.00997894	0.015768	0.0231566	0.0240564	0.0209283	0.015768	0.0168594	0.0231566	0.00997894	0.0168594	0.0364888	0.00997894	0.0240564	0.0231566	0.029061	0.0196736	0.0231566	0.0209283	0.015768	0.0196736	0.0506398	0.00997894	0.0364888	0.0196736	0.00997894	0.0231566	0.0196736	0.0196736	0.0351317	0.0231566	0.0315764	0.00997894	0.0351317	0.0331031	0.0315764	0.0168594	0.0196736	0.0240564	0.0498384	0.0196736	0.0331031	0.0196736	0.0231566	0.015768	0.0209283	0.0522491	0.0231566	0.0196736	0.0231566	0.0168594	0.0231566	0.0455834	0.0381232	0.0666414	0.015768	0.0240564	0.0315764	0.015768	0.015768	0.015768	0.0196736	0.0622735	0.015768	0.0231566	0.0196736	0.0231566	0.0196736	0.015768	0.0316164	0.015768	0.0168594	0.0196736	0.0240564	0.0231566	0.0196736	0.0315764	0.015768	0.029061	0.0168594	0.0168594	0.0316164	0.0209283	0.0196736	0.00997894	0.0351317	0.029061	0.00997894	0.0168594	0.015768	0.0420531	0.0168594	0.0196736	0.0231566	0.0634819	0.0196736	0.0231566	0.0231566	0.0535966	0.0196736	0.015768	0.0209283	0.0471829	0.0196736	0.0168594	0.015768	0.054523	0.0209283	0.00997894	0.00997894	0.0231566	0
C11ORF21	0.0422906	0.029061	0.015768	0.0196736	0.0168594	0.0196736	0.015768	0.0196736	0.0420531	0.00997894	0.015768	0.00997894	0.0168594	0.029061	0.0168594	0.0455834	0.0351317	0.0231566	0.0471829	0.0315764	0.0168594	0.0231566	0.0732561	0.0315764	0.0209283	0.0488975	0.0196736	0.0231566	0.0455834	0.0196736	0.0455834	0.00997894	0.015768	0.0231566	0.0381232	0.0168594	0.0209283	0.0231566	0.0209283	0.0666414	0.015768	0.00997894	0.0168594	0.0351317	0.0315764	0.0168594	0.0601664	0.0733342	0.0442577	0.00997894	0.0471829	0.0168594	0.0637402	0.029061	0.0539884	0.015768	0.0231566	0.015768	0.0408771	0.0647416	0.0442577	0.0240564	0.0196736	0.0231566	0.0535966	0.0351317	0.0231566	0.0231566	0.0196736	0.0268917	0.00997894	0.0535966	0.0196736	0.0168594	0.0196736	0.029061	0.0168594	0.0196736	0.0315764	0.0315764	0.0408771	0.0209283	0.015768	0.0315764	0.00997894	0.0231566	0.0316164	0.0196736	0.0168594	0.0316164	0.0268917	0.0231566	0.0231566	0.0196736	0.0168594	0.00997894	0.0315764	0.00997894	0.0168594	0.0196736	0.0408771	0.0268917	0.0209283	0.0381232	0.0381232	0.0315764	0.0539884	0.0331031	0.0168594	0.029061	0.0209283	0.0351317	0.0196736	0.0168594	0.0196736	0.0268917	0.038545	0.0196736	0.0315764	0.0240564	0.029061	0.0607916	0.0315764	0.00997894	0.0315764	0.0351317	0.0209283	0.0231566	0.00997894	0.0351317	0.00997894	0.0231566	0.029061	0.0562352	0.0351317	0.0422906	0.0351317	0.00997894	0.0240564	0.00997894	0.0488975	0.00997894	0.0196736	0.0209283	0.0196736	0.0168594	0.0231566	0.0231566	0.015768	0.0480393	0.00997894	0.0315764	0.00997894	0.0488975	0.0331031	0.0316164	0.0634819	0.00997894	0.0231566	0
TMEM213	0.0381232	0.0168594	0.0315764	0.0315764	0.0209283	0.0231566	0.0196736	0.0231566	0.015768	0.00997894	0.0196736	0.0315764	0.0196736	0.0209283	0.015768	0.0316164	0.0331031	0.0196736	0.0316164	0.0231566	0.015768	0.0315764	0.0480393	0.0315764	0.0231566	0.0209283	0.0488975	0.0231566	0.0240564	0.0196736	0.0240564	0.0168594	0.0196736	0.0315764	0.029061	0.0231566	0.0231566	0.0231566	0.0231566	0.0316164	0.0196736	0.00997894	0.0231566	0.0364888	0.0315764	0.0315764	0.0209283	0.0522491	0.029061	0.00997894	0.029061	0.0231566	0.0480393	0.0573845	0.053787	0.0196736	0.00997894	0.00997894	0.0316164	0.0331031	0.0480393	0.015768	0.0196736	0.0168594	0.0268917	0.015768	0.0168594	0.0168594	0.0231566	0.0231566	0.0231566	0.0331031	0.0231566	0.0231566	0.0231566	0.00997894	0.0364888	0.0231566	0.0315764	0.0315764	0.0471829	0.0209283	0.0196736	0.0231566	0.0315764	0.0315764	0.038545	0.0168594	0.00997894	0.00997894	0.0168594	0.0315764	0.0315764	0.0231566	0.0231566	0.0196736	0.0231566	0.0196736	0.0231566	0.0315764	0.015768	0.0196736	0.0240564	0.0268917	0.0209283	0.0315764	0.029061	0.0331031	0.0231566	0.0168594	0.0231566	0.0196736	0.0168594	0.0168594	0.0231566	0.0268917	0.0196736	0.0316164	0.0315764	0.00997894	0.0240564	0.015768	0.0231566	0.0240564	0.0315764	0.0381232	0.0168594	0.0315764	0.0209283	0.0351317	0.0231566	0.0315764	0.0331031	0.0442577	0.0196736	0.0364888	0.0168594	0.0196736	0.015768	0.0196736	0.029061	0.0231566	0.0168594	0.0168594	0.0315764	0.0196736	0.0168594	0.015768	0.0268917	0.0442577	0.00997894	0.0315764	0.0196736	0.015768	0.0442577	0.0442577	0.0316164	0.0331031	0.0315764	0
GOLGA8O	0.015768	0.00997894	0.00997894	0.0209283	0.015768	0.00997894	0.015768	0.0240564	0.00997894	0.00997894	0.015768	0.029061	0.00997894	0.015768	0.00997894	0.015768	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.015768	0.015768	0.015768	0.00997894	0.0209283	0.015768	0.00997894	0.015768	0.015768	0.00997894	0.015768	0.015768	0.029061	0.015768	0.00997894	0.00997894	0.015768	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.0240564	0.00997894	0.00997894	0.015768	0.0209283	0.015768	0.00997894	0.015768	0.015768	0.00997894	0.0209283	0.00997894	0.00997894	0.00997894	0.0240564	0.00997894	0.00997894	0.00997894	0.015768	0.015768	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.0316164	0.0240564	0.0209283	0.00997894	0.015768	0.015768	0.00997894	0.0240564	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.015768	0.015768	0.00997894	0.0209283	0.0240564	0.015768	0.00997894	0.0240564	0.015768	0.00997894	0.00997894	0.015768	0.015768	0.00997894	0.015768	0.00997894	0.0209283	0.00997894	0.0209283	0.00997894	0.029061	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.0240564	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.015768	0.015768	0.015768	0.015768	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.0209283	0.00997894	0.015768	0.0240564	0.015768	0.00997894	0.015768	0.015768	0.015768	0.00997894	0.015768	0.00997894	0.015768	0.0240564	0.015768	0
C10ORF95	0.015768	0.0351317	0.0231566	0.0196736	0.0196736	0.0196736	0.0240564	0.0168594	0.0381232	0.00997894	0.0168594	0.0231566	0.0196736	0.0351317	0.0231566	0.0488975	0.038545	0.0196736	0.0535966	0.0231566	0.0316164	0.0168594	0.0498384	0.0315764	0.0196736	0.038545	0.0168594	0.0315764	0.0316164	0.0196736	0.0504271	0.0168594	0.0168594	0.0231566	0.0240564	0.0268917	0.00997894	0.0231566	0.0196736	0.0631319	0.00997894	0.0168594	0.0315764	0.0209283	0.0315764	0.0196736	0.0575166	0.0649288	0.0209283	0.015768	0.0455834	0.0231566	0.0591843	0.0351317	0.0562352	0.0168594	0.0231566	0.0168594	0.038545	0.084426	0.0601434	0.0268917	0.0196736	0.0168594	0.0351317	0.0209283	0.0231566	0.0196736	0.0231566	0.0209283	0.00997894	0.038545	0.0231566	0.0168594	0.0315764	0.029061	0.0240564	0.0168594	0.0231566	0.0315764	0.029061	0.029061	0.0268917	0.0231566	0.00997894	0.0315764	0.038545	0.0196736	0.0196736	0.0168594	0.0331031	0.0231566	0.0315764	0.0315764	0.0168594	0.0196736	0.0315764	0.0168594	0.0268917	0.0231566	0.0451171	0.029061	0.00997894	0.0442577	0.0240564	0.0231566	0.0381232	0.0480393	0.015768	0.00997894	0.015768	0.038545	0.0196736	0.0196736	0.0231566	0.015768	0.029061	0.0196736	0.0315764	0.0240564	0.0316164	0.0420531	0.0315764	0.0316164	0.0231566	0.029061	0.00997894	0.0231566	0.0168594	0.0381232	0.0168594	0.0315764	0.0331031	0.0647416	0.0209283	0.0504271	0.0268917	0.0196736	0.0552863	0.0209283	0.0480393	0.0231566	0.00997894	0.0168594	0.0231566	0.0196736	0.0315764	0.0168594	0.0209283	0.0591843	0.0209283	0.0231566	0.0209283	0.0422906	0.0506398	0.0351317	0.0451171	0.00997894	0.0231566	0
ZCWPW2	0.0331031	0.0316164	0.0315764	0.0168594	0.00997894	0.0315764	0.00997894	0.015768	0.0498384	0.00997894	0.0196736	0.0231566	0.0196736	0.029061	0.0168594	0.0364888	0.0552863	0.0231566	0.0535966	0.0315764	0.0168594	0.0315764	0.0488975	0.0315764	0.0315764	0.0331031	0.0209283	0.0315764	0.0331031	0.0315764	0.0539884	0.0196736	0.0196736	0.0315764	0.015768	0.0231566	0.0231566	0.0315764	0.0315764	0.0408771	0.0315764	0.029061	0.0231566	0.0240564	0.0315764	0.0315764	0.054523	0.0631319	0.0451171	0.0196736	0.0504271	0.0231566	0.038545	0.0316164	0.0601434	0.0196736	0.0231566	0.0315764	0.0539884	0.0471829	0.0637402	0.029061	0.0196736	0.0196736	0.029061	0.0168594	0.0315764	0.0315764	0.0231566	0.0231566	0.0196736	0.0268917	0.0315764	0.0231566	0.0196736	0.0168594	0.0196736	0.0315764	0.0315764	0.0315764	0.0422906	0.00997894	0.015768	0.0231566	0.0196736	0.0315764	0.0268917	0.029061	0.0231566	0.0168594	0.0488975	0.0315764	0.0315764	0.0231566	0.0231566	0.0231566	0.0231566	0.0231566	0.0196736	0.0315764	0.0442577	0.0240564	0.0316164	0.0488975	0.038545	0.0315764	0.0420531	0.0240564	0.0196736	0.0168594	0.0196736	0.0168594	0.00997894	0.0196736	0.0315764	0.015768	0.0168594	0.0331031	0.0315764	0.015768	0.0240564	0.0240564	0.0231566	0.0268917	0.0315764	0.0364888	0.00997894	0.0315764	0.00997894	0.015768	0.0315764	0.0315764	0.0316164	0.0442577	0.015768	0.053787	0.0240564	0.0231566	0.0381232	0.0316164	0.029061	0.0231566	0.015768	0.0168594	0.0315764	0.0231566	0.0315764	0.00997894	0.00997894	0.0577024	0.0196736	0.0315764	0.0231566	0.0240564	0.0408771	0.0480393	0.0268917	0.00997894	0.0315764	0
C21ORF33	0.0315764	0.0316164	0.127142	0.084426	0.0315764	0.038545	0.015768	0.0268917	0.00997894	0.00997894	0.0315764	0.0209283	0.0315764	0.0315764	0.00997894	0.0315764	0.015768	0.0315764	0.0315764	0.20164	0.0268917	0.0607916	0.0315764	0.0168594	0.0422906	0.0315764	0.0315764	0.0634819	0.0315764	0.0855753	0.0315764	0.0240564	0.0315764	0.0420531	0.0408771	0.0577024	0.0455834	0.0539884	0.0315764	0.0231566	0.0168594	0.015768	0.139107	0.0209283	0.00997894	0.0231566	0.0315764	0.0315764	0.0315764	0.00997894	0.0315764	0.0408771	0.0316164	0.0315764	0.0315764	0.0316164	0.0315764	0.0315764	0.0316164	0.0315764	0.0231566	0.0196736	0.0315764	0.0231566	0.0231566	0.0315764	0.0168594	0.0315764	0.0315764	0.0196736	0.00997894	0.0231566	0.20164	0.0315764	0.054523	0.0315764	0.0315764	0.0601434	0.0315764	0.015768	0.0231566	0.0231566	0.0408771	0.20164	0.0924152	0.0759878	0.0315764	0.015768	0.00997894	0.0196736	0.0231566	0.108899	0.0575166	0.0907899	0.0231566	0.0420531	0.0488975	0.0231566	0.029061	0.0315764	0.0315764	0.0924152	0.0577024	0.0315764	0.0168594	0.0196736	0.0315764	0.0315764	0.0315764	0.0196736	0.00997894	0.0861884	0.0196736	0.00997894	0.0675365	0.0315764	0.0315764	0.0562352	0.0907899	0.0471829	0.0315764	0.0634819	0.0315764	0.114063	0.0315764	0.00997894	0.0451171	0.00997894	0.0196736	0.0196736	0.015768	0.0488975	0.0231566	0.0231566	0.0924152	0.0315764	0.0196736	0.0498384	0.0408771	0.0168594	0.0231566	0.139107	0.095521	0.0315764	0.0231566	0.038545	0.0168594	0.0315764	0.0231566	0.0315764	0.0607152	0.0168594	0.0231566	0.0196736	0.0315764	0.0315764	0.0315764	0.0231566	0.0209283	0
CCDC116	0.00997894	0.0231566	0.0231566	0.0315764	0.0209283	0.0231566	0.0196736	0.0231566	0.00997894	0.00997894	0.0196736	0.0231566	0.0196736	0.0209283	0.015768	0.0316164	0.0231566	0.0231566	0.0168594	0.0315764	0.0231566	0.0196736	0.015768	0.0315764	0.0315764	0.0209283	0.0196736	0.0231566	0.0168594	0.0315764	0.0196736	0.0240564	0.0196736	0.0231566	0.00997894	0.0231566	0.0315764	0.0231566	0.0231566	0.0240564	0.0231566	0.0209283	0.015768	0.00997894	0.0315764	0.0231566	0.029061	0.029061	0.0240564	0.0315764	0.00997894	0.0231566	0.0196736	0.0381232	0.0351317	0.0196736	0.0196736	0.0196736	0.015768	0.015768	0.0316164	0.0231566	0.0231566	0.0168594	0.00997894	0.0196736	0.0168594	0.0315764	0.0231566	0.0196736	0.0240564	0.0351317	0.0315764	0.0231566	0.0315764	0.00997894	0.0209283	0.0196736	0.0315764	0.0315764	0.0240564	0.0209283	0.029061	0.0315764	0.0231566	0.0315764	0.0168594	0.0315764	0.015768	0.0196736	0.00997894	0.0315764	0.0231566	0.0315764	0.0196736	0.0196736	0.0315764	0.0231566	0.0315764	0.0315764	0.0196736	0.0420531	0.0364888	0.0231566	0.0209283	0.0315764	0.0240564	0.015768	0.0231566	0.0196736	0.0231566	0.0196736	0.0231566	0.0315764	0.0231566	0.0209283	0.0196736	0.0196736	0.0315764	0.0196736	0.0268917	0.0196736	0.0315764	0.0231566	0.0315764	0.0351317	0.00997894	0.0315764	0.0240564	0.0240564	0.0231566	0.0315764	0.0240564	0.0209283	0.0168594	0.0168594	0.0196736	0.0315764	0.015768	0.0168594	0.0240564	0.0196736	0.0315764	0.0268917	0.0231566	0.0231566	0.015768	0.0231566	0.00997894	0.0209283	0.0506398	0.0231566	0.0231566	0.015768	0.015768	0.015768	0.038545	0.0209283	0.0196736	0
MTMR10	0.0315764	0.0716477	0.0707517	0.20164	0.0315764	0.0209283	0.0535966	0.0381232	0.0231566	0.00997894	0.0315764	0.127142	0.0315764	0.0231566	0.0168594	0.0315764	0.0364888	0.0315764	0.0315764	0.0231566	0.0231566	0.0315764	0.0315764	0.0315764	0.0660758	0.0231566	0.0315764	0.0168594	0.0315764	0.0455834	0.0315764	0.00997894	0.015768	0.0660758	0.0231566	0.0196736	0.0955521	0.0316164	0.054523	0.0315764	0.0420531	0.0196736	0.0315764	0.0315764	0.0809299	0.0196736	0.0231566	0.0315764	0.0315764	0.0231566	0.0315764	0.015768	0.0562352	0.0315764	0.0315764	0.029061	0.0315764	0.0316164	0.00997894	0.0315764	0.0196736	0.0442577	0.0315764	0.0315764	0.0408771	0.0315764	0.0231566	0.0231566	0.00997894	0.0315764	0.0315764	0.0315764	0.0754995	0.015768	0.0231566	0.0315764	0.0231566	0.0231566	0.029061	0.0316164	0.0231566	0.0168594	0.0315764	0.0634819	0.0315764	0.0196736	0.00997894	0.0315764	0.0231566	0.00997894	0.00997894	0.0240564	0.0315764	0.0471829	0.0315764	0.0196736	0.0315764	0.0168594	0.083391	0.0666414	0.0196736	0.0331031	0.0315764	0.0240564	0.0315764	0.0168594	0.0331031	0.0315764	0.0315764	0.0231566	0.0196736	0.0231566	0.0315764	0.0231566	0.075155	0.0315764	0.0315764	0.0168594	0.0381232	0.0591843	0.0315764	0.029061	0.0315764	0.0647416	0.0231566	0.0209283	0.0231566	0.0573845	0.0315764	0.0196736	0.0451171	0.127142	0.0168594	0.0315764	0.0331031	0.0315764	0.0209283	0.015768	0.0315764	0.0381232	0.0209283	0.0689016	0.0315764	0.0231566	0.0196736	0.0196736	0.0231566	0.0231566	0.0168594	0.0315764	0.0231566	0.0196736	0.0451171	0.0209283	0.0196736	0.0315764	0.0315764	0.0168594	0.0196736	0
C1ORF229	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.015768	0.00997894	0.015768	0.00997894	0.015768	0.015768	0.015768	0.015768	0.00997894	0.015768	0.00997894	0.015768	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.0209283	0.00997894	0.00997894	0.015768	0.00997894	0.0209283	0.00997894	0.00997894	0.00997894	0.015768	0.015768	0.015768	0.00997894	0.015768	0.00997894	0.015768	0.015768	0.015768	0.00997894	0.015768	0.00997894	0.015768	0.00997894	0.015768	0.00997894	0.015768	0.015768	0.015768	0.00997894	0.00997894	0.015768	0.0240564	0.015768	0.015768	0.00997894	0.015768	0.015768	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.015768	0.015768	0.00997894	0.015768	0.015768	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.015768	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.015768	0.00997894	0.015768	0.00997894	0.0209283	0.015768	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.015768	0.015768	0.015768	0.00997894	0.0209283	0.00997894	0.015768	0.00997894	0.015768	0.00997894	0.0209283	0.015768	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.015768	0.015768	0.00997894	0.00997894	0.015768	0
GTPBP8	0.0315764	0.0315764	0.0315764	0.0315764	0.0268917	0.00997894	0.0315764	0.0196736	0.0315764	0.00997894	0.0196736	0.0315764	0.0231566	0.0231566	0.0240564	0.0315764	0.0315764	0.0316164	0.0315764	0.0231566	0.0315764	0.0231566	0.0315764	0.0196736	0.015768	0.0231566	0.0315764	0.0196736	0.118163	0.0887712	0.118163	0.0315764	0.0231566	0.0268917	0.0315764	0.0209283	0.0268917	0.0231566	0.140065	0.0315764	0.0617708	0.0315764	0.0315764	0.0315764	0.0240564	0.015768	0.0315764	0.0315764	0.118163	0.0231566	0.0315764	0.00997894	0.0887712	0.0315764	0.0315764	0.0231566	0.0315764	0.0196736	0.0315764	0.118163	0.118163	0.00997894	0.0196736	0.141449	0.0168594	0.0231566	0.0887712	0.029061	0.0196736	0.0315764	0.0168594	0.00997894	0.0315764	0.0315764	0.118163	0.0315764	0.0315764	0.0887712	0.0504271	0.0196736	0.0231566	0.0168594	0.0315764	0.0315764	0.0231566	0.00997894	0.0231566	0.0231566	0.0196736	0.0315764	0.0315764	0.0231566	0.0315764	0.0196736	0.0315764	0.0196736	0.0231566	0.0168594	0.0562352	0.0209283	0.0231566	0.0315764	0.118163	0.0315764	0.0315764	0.0539884	0.118163	0.0315764	0.0658332	0.0315764	0.0600815	0.0315764	0.0231566	0.0315764	0.0231566	0.0315764	0.0315764	0.0315764	0.0364888	0.0315764	0.0315764	0.0887712	0.0658332	0.0315764	0.0637402	0.0315764	0.0315764	0.0268917	0.118163	0.0231566	0.0168594	0.0919807	0.0231566	0.118163	0.0315764	0.0315764	0.118163	0.029061	0.0315764	0.0231566	0.0940856	0.0315764	0.0485515	0.0315764	0.0658332	0.118163	0.0231566	0.0919807	0.0231566	0.0315764	0.0315764	0.0168594	0.0422906	0.0315764	0.0315764	0.0315764	0.0315764	0.0196736	0.0196736	0
